id,0-4_rate,10-14_rate,15-19_rate,20-24_rate,25-29_rate,30-34_rate,35-39_rate,40-44_rate,45-49_rate,5-9_rate,50-54_rate,55-59_rate,60-64_rate,65-69_rate,70-74_rate,75-79_rate,80-84_rate,85+_rate,ASIAN_FEMALE_rate,ASIAN_MALE_rate,Amish,Area in square miles - Land area,Area in square miles - Total area,Area in square miles - Water area,BLACK_FEMALE_rate,BLACK_MALE_rate,BLACK_rate,Buddhist,Catholic,Christian Generic,Deep_Pov_All,Deep_Pov_Children,Democrat,Density per square mile of land area - Housing units,Density per square mile of land area - Population,Eastern Orthodox,HAWAIIAN_PACIFIC_FEMALE_rate,HAWAIIAN_PACIFIC_MALE_rate,HAWAIIAN_PACIFIC_rate,Hindu,Housing units,Jewish,MULTI_FEMALE_rate,MULTI_MALE_rate,MULTI_rate,Mainline Christian,MedHHInc2014,Mormon,Muslim,NATIVE_AMERICAN_FEMALE_rate,NATIVE_AMERICAN_MALE_rate,NATIVE_AMERICAN_rate,Non-Catholic Christian,Other,Other Christian,Other Misc,POP_ESTIMATE_2015,Pentecostal Charismatic,PerCapitaInc,"Percent of adults completing some college or associate's degree, 2010-2014","Percent of adults completing some college or associate's degree, 2011-2015","Percent of adults with a bachelor's degree or higher, 2010-2014","Percent of adults with a bachelor's degree or higher, 2011-2015","Percent of adults with a high school diploma only, 2010-2014","Percent of adults with a high school diploma only, 2011-2015","Percent of adults with less than a high school diploma, 2010-2014","Percent of adults with less than a high school diploma, 2011-2015",Population,PovertyAllAgesPct2014,PovertyUnder18Pct2014,Protestant Denomination,TOT_FEMALE_rate,TOT_MALE_rate,Unemployment_rate_2015,WHITE_FEMALE_rate,WHITE_MALE_rate,WHITE_rate,Zoroastrian,age_total_pop,voter_turnout_rate,votes
1001,0.058377148,0.067447197,0.070012828,0.063978174,0.06101505,0.062297866,0.062478544,0.072361646,0.070518727,0.067447197,0.074529785,0.066128245,0.053011003,0.047265434,0.037617215,0.027860589,0.018176234,0.012195783,0.007010317,0.00498672,0,594.44,604.39,9.95,0.101197897,0.090393337,0,0,64,628,5.925573914,10.18616833,0,37.2,91.8,0,0.00041556,0.00057817,0,0,22135,0,0.008889371,0.009033913,0,133,54366,15,0,0.002637903,0.002186207,0,337,15,4,38,55347,113,24644,30.72337372,0,21.94132421,0,33.50260812,0,13.83269395,0,0,13.1,18.1,1,0.51475238,0.48524762,5.2,0.394601333,0.378069272,0,0,55347,0.445570672,0
1003,0.055279835,0.061087139,0.060552062,0.054852756,0.056237083,0.05710597,0.0598059,0.063885248,0.06491613,0.061087139,0.071224148,0.071415598,0.067969506,0.064989765,0.050886313,0.034441286,0.021776161,0.019660398,0.005178956,0.004182437,0,1589.78,2027.31,437.53,0.04886382,0.046522245,0,0,154,446,5.876926992,8.716452742,0,65.5,114.6,1,0.000323992,0.000279811,0,0,104061,0,0.008566141,0.008031064,0,137,49626,5,0,0.003755357,0.003632633,0,206,8,10,34,203709,55,26851,31.59371787,0,28.62449068,0,28.81508551,0,10.96670594,0,0,13,19.8,2,0.512608672,0.487391328,5.5,0.445920406,0.424743138,0,0,203709,0.461884355,0
1005,0.055683491,0.061950243,0.053078636,0.066782438,0.071161614,0.071576881,0.061685983,0.064517347,0.064819359,0.061950243,0.070255578,0.064290838,0.062629771,0.060553437,0.044018272,0.030012458,0.019593039,0.017441202,0.002302843,0.002151837,0,884.88,904.52,19.64,0.22311148,0.253992223,0,0,41,519,12.40553376,24.23618263,0,13.4,31,0,0.00075503,0.001094794,0,0,11829,0,0.004190419,0.00547397,0,172,34971,9,0,0.002378346,0.003397637,0,276,9,0,33,26489,35,17350,27.51645785,0,13.60692291,0,33.44659163,0,25.43002761,0,0,25.4,38.1,1,0.465891502,0.534108498,8.9,0.233153384,0.267998037,0,0,26489,0.392238288,0
1007,0.053668689,0.056502679,0.059735199,0.064074746,0.07430368,0.070406943,0.068060045,0.072045344,0.073373777,0.056502679,0.076252048,0.06584599,0.057609706,0.052295975,0.037328964,0.028649869,0.016693973,0.015232697,0.001461276,0.000841341,0,622.58,626.17,3.59,0.084134083,0.138024177,0,0,0,498,5.890995261,6.770940523,0,14.4,36.8,0,0.000221405,0.001151309,0,0,8981,0,0.004782358,0.00442811,0,65,39546,0,0,0.002258336,0.001992649,0,389,0,0,12,22583,30,18110,27.59676082,0,10.24038768,0,40.06248804,0,22.10036345,0,0,18.1,26.8,1,0.461099057,0.538900943,6.6,0.368241598,0.392463357,0,0,22583,0.387371031,0
1009,0.058797011,0.063894717,0.063912056,0.058762332,0.057375202,0.058692976,0.061241829,0.0658367,0.068957745,0.063894717,0.070691658,0.066582283,0.063010421,0.059906715,0.045914033,0.032354828,0.020564215,0.016558875,0.001716574,0.001127044,0,644.78,650.63,5.85,0.008461498,0.010334125,0,0,165,563,7.187779199,13.50388836,0,37,88.9,0,0.000416139,0.000693565,0,0,23887,0,0.007594542,0.00540981,0,73,45567,5,0,0.003519845,0.00301701,0,431,5,1,17,57673,39,20501,31.30441463,0,12.26313633,0,34.49503226,0,21.93741678,0,0,17.5,24.1,0,0.505921315,0.494078685,5.4,0.484212717,0.47349713,0,0,57673,0.440136632,0
1011,0.058994016,0.064697083,0.0539454,0.067595363,0.073204936,0.073672401,0.06329469,0.070774121,0.062172775,0.064697083,0.071802543,0.072643979,0.063668661,0.050486163,0.037490651,0.02842184,0.018605086,0.017857143,0.001215408,0.001121915,0,622.8,625.14,2.34,0.335172027,0.364435303,0,0,8,567,11.29715355,21.32805629,1,7.2,17.5,0,0.003178758,0.003833209,0,0,4493,0,0.004581152,0.006357517,0,281,26580,0,0,0.004581152,0.003833209,0,261,4,0,23,10696,3,17706,19.12673349,0,14.08760126,0,32.30811479,0,34.47755046,0,0,35.1,43.1,3,0.452412117,0.547587883,7.8,0.10368362,0.168006731,0,0,10696,0.439510097,0
1013,0.060633125,0.066239952,0.065545301,0.059194205,0.057209487,0.059392676,0.060831597,0.056365982,0.056018656,0.066239952,0.065892627,0.071946016,0.071747544,0.057407959,0.041133274,0.034137144,0.023320433,0.027786047,0.005110648,0.00481294,0,776.83,777.88,1.05,0.244169892,0.198620621,0,0,7,571,9.308194774,17.28991597,0,12.8,27,0,0.000198472,0.000297708,0,0,9964,0,0.004068671,0.003671728,0,129,32512,4,0,0.001835864,0.00168701,0,356,11,36,33,20154,20,18115,25.1264155,0,14.32234171,0,37.13410726,0,23.41713553,0,0,25,36.7,1,0.535030267,0.464969733,7.5,0.27964672,0.255879726,0,0,20154,0.430931825,0
1015,0.057792769,0.060759384,0.066683965,0.068854869,0.06911434,0.060802629,0.060681543,0.060119357,0.062290261,0.060759384,0.069477599,0.072227988,0.065827711,0.056408926,0.040131465,0.028662861,0.020653866,0.01760941,0.005076976,0.003779623,0,605.87,612.29,6.42,0.113942225,0.097837744,0,0,54,672,9.303588477,14.92670788,0,88,195.7,0,0.000423802,0.000518941,0,0,53289,0,0.008787407,0.008683619,0,104,41123,9,2,0.002413077,0.002871476,0,417,13,3,85,115620,58,21306,30.76131033,0,16.90543684,0,32.40876098,0,19.92449185,0,0,20.5,28.1,3,0.517773742,0.482226258,7,0.387130254,0.368534856,0,0,115620,0.409756098,0
1017,0.060369839,0.058113296,0.058963163,0.063974445,0.062538464,0.055094804,0.055563696,0.060692202,0.065791402,0.058113296,0.072561029,0.074114234,0.069425314,0.062919439,0.046859889,0.032294933,0.022330979,0.022096533,0.003839053,0.005656009,0,596.53,603.11,6.58,0.212056384,0.185446766,0,0,14,636,11.79983954,24.31098313,0,28.5,57.4,0,0.000146529,0.000439586,0,0,17004,0,0.005568092,0.005421563,0,146,34116,6,0,0.00137737,0.001318759,0,431,6,19,15,34123,22,21240,27.95012804,0,12.22030981,0,37.29902187,0,22.53054028,0,0,21.3,31.6,0,0.521144096,0.478855904,6,0.298156669,0.28057322,0,0,34123,0.40377458,0
1019,0.049035152,0.054603813,0.058548281,0.055261224,0.05019529,0.046134808,0.052206195,0.063923586,0.068022739,0.054603813,0.074403496,0.080126842,0.073475386,0.077690553,0.058354925,0.039638037,0.02308674,0.01693801,0.001817549,0.000966781,0,553.7,599.98,46.28,0.023550795,0.023744151,0,0,0,479,6.026453784,9.399075501,0,29.4,46.9,0,0.000116014,0.000154685,0,0,16267,0,0.009049074,0.008236977,0,68,38013,0,0,0.002590974,0.003325728,0,385,0,0,7,25859,17,22234,29.88407955,0,13.7349782,0,35.87684781,0,20.50409444,0,0,18.6,27.9,0,0.503499749,0.496500251,5.4,0.466375343,0.460071929,0,0,25859,0.406164198,0
1021,0.063946476,0.067997178,0.061875612,0.060965341,0.062080422,0.060669504,0.065311881,0.065721503,0.064356098,0.067997178,0.069066746,0.069658421,0.062353503,0.053432856,0.039960858,0.027649455,0.018250916,0.016157295,0.002571513,0.00182054,0,692.85,700.8,7.95,0.054115559,0.051134424,0,0,32,676,8.392238392,14.49165402,0,27.8,63,0,0.000614432,0.001206108,0,0,19278,0,0.006576702,0.006462918,0,56,41450,5,0,0.002230162,0.002685297,0,505,5,2,44,43943,65,21718,24.00911782,0,13.53383459,0,39.98571088,0,22.47133671,0,0,18.1,27.6,2,0.508545161,0.491454839,5.7,0.442436793,0.428145552,0,0,43943,0.415424527,0
1023,0.049582384,0.053986333,0.061503417,0.056567957,0.048595292,0.051860289,0.053606682,0.059605163,0.065527715,0.053986333,0.076006074,0.078511769,0.071222475,0.066287016,0.057327259,0.038496583,0.027182992,0.023538345,0.000987092,0.000683371,0,913.5,920.86,7.36,0.230372058,0.191799544,0,0,8,685,6.175149701,10.34364261,0,8,15.2,0,7.59E-05,7.59E-05,0,0,7269,0,0.002581625,0.002581625,0,203,35049,11,0,0.000835232,0.000987092,0,340,11,0,27,13170,110,21268,26.06649937,0,12.77708072,0,35.21539105,0,25.94102886,0,0,25,31.9,3,0.525284738,0.474715262,9.1,0.290432802,0.278587699,0,0,13170,0.551860289,0
1025,0.053090172,0.056778116,0.068409321,0.065126646,0.053657548,0.05414387,0.059574468,0.060790274,0.065248227,0.056778116,0.07343465,0.074609929,0.063424519,0.057507599,0.047497467,0.035866261,0.023059777,0.020952381,0.00231003,0.002147923,0,1238.46,1252.57,14.11,0.238865248,0.203444782,0,0,0,788,13.05982086,16.08082866,0,10.2,20.9,0,0,0.000162107,0,0,12638,0,0.004660588,0.003363728,0,181,36620,3,0,0.002431611,0.001783181,0,525,3,0,27,24675,48,20022,24.24506388,0,11.93379791,0,43.93728223,0,19.88385598,0,0,24.9,33.7,5,0.527254306,0.472745694,11.8,0.278986829,0.261843972,0,0,24675,0.524255319,0
1027,0.053338252,0.058354851,0.065584655,0.057174474,0.054075987,0.051272593,0.055477684,0.064478052,0.06757654,0.058354851,0.076281815,0.074142383,0.065363335,0.062412394,0.050092217,0.03924751,0.024861675,0.022574696,0.00147547,0.00125415,0,603.96,606,2.04,0.074216156,0.071486536,0,0,26,726,7.280385078,10.45729657,0,11.2,23.1,0,0,0,0,0,6776,0,0.009664331,0.009811878,0,103,35940,0,0,0.003393582,0.002582073,0,576,0,0,16,13555,27,18957,30.04158004,0,8.575883576,0,36.24740125,0,25.13513514,0,0,19.5,28.9,2,0.50660273,0.49339727,6.2,0.417853191,0.408262634,0,0,13555,0.484839543,0
1029,0.057397789,0.063057664,0.063190838,0.057464376,0.054800906,0.055999467,0.055000666,0.06725263,0.067518977,0.063057664,0.071381009,0.066786523,0.065255027,0.06272473,0.049673725,0.034092422,0.022173392,0.019176988,0.001464909,0.000532694,0,560.1,561.01,0.91,0.018977227,0.017379145,0,0,0,765,8.234421365,15.80717489,0,12,26.7,0,0.00019976,0.000665868,0,0,6718,0,0.005926222,0.006259156,0,87,40418,0,0,0.002197363,0.002197363,0,633,0,0,10,15018,34,19736,26.13504075,0,10.56461001,0,38.63019014,0,24.6701591,0,0,17,24.8,0,0.505659875,0.494340125,6,0.476894393,0.4673059,0,0,15018,0.434944733,0
1031,0.06020191,0.065708539,0.066548203,0.060045693,0.063462928,0.064302591,0.063267657,0.068598543,0.067114487,0.065708539,0.067641718,0.065649958,0.059049814,0.054910078,0.039132218,0.030423151,0.020327664,0.016871375,0.010857042,0.005604265,0,678.97,680.49,1.52,0.091659995,0.087852219,0,0,62,613,7.384547779,12.58201146,0,32.9,73.6,0,0.00152311,0.002694734,0,0,22330,0,0.012321572,0.012868329,0,103,46931,16,0,0.006736834,0.007322646,0,449,16,0,8,51211,52,24204,30.11960539,0,23.20810174,0,29.80240375,0,16.86988912,0,0,16.8,25,0,0.503661323,0.496338677,5.9,0.38056277,0.379996485,0,0,51211,0.400558474,0
1033,0.055469699,0.060786695,0.061964161,0.058670935,0.061541009,0.056591971,0.058946904,0.061412224,0.065183795,0.060786695,0.073352467,0.073223682,0.066048497,0.060786695,0.046969864,0.033576186,0.024358833,0.022555838,0.00281488,0.002262943,0,592.62,622.13,29.51,0.088070795,0.076516908,0,0,52,668,7.688317463,11.66427183,0,43.5,91.8,0,0.000294367,0.000220775,0,0,25758,0,0.008922986,0.009033374,0,183,43057,0,0,0.002870074,0.003330022,0,443,0,0,23,54354,16,21763,32.17658976,0,17.64318977,0,33.81041332,0,16.36980715,0,0,16.7,25.3,0,0.518453104,0.481546896,7.9,0.415480001,0.390182875,0,0,54354,0.453066932,0
1035,0.055397727,0.059738005,0.061395202,0.060763889,0.050741793,0.050426136,0.05145202,0.057607323,0.060290404,0.059738005,0.071180556,0.079861111,0.070785985,0.069996843,0.053424874,0.038983586,0.023042929,0.0234375,0.001262626,0.000710227,0,850.16,852.72,2.57,0.250868056,0.215672348,0,0,0,550,13.04919554,24.0510697,0,8.3,15.6,0,0.000157828,0.000236742,0,0,7093,0,0.005208333,0.006392045,0,137,29101,0,0,0.001893939,0.002130682,0,377,20,20,0,12672,35,15441,24.84882419,0,8.320268757,0,42.8443449,0,23.98656215,0,0,30.6,41.2,0,0.519333965,0.480666035,9.2,0.259943182,0.25552399,0,0,12672,0.516335227,0
1037,0.047836628,0.04848937,0.053618053,0.05464379,0.051380082,0.049328609,0.052032824,0.066113391,0.074505781,0.04848937,0.082618426,0.092875793,0.084483402,0.070309586,0.050634092,0.033476315,0.018649758,0.018929504,0.001398732,0.000559493,0,650.93,666.35,15.42,0.153487505,0.15227527,0,0,0,532,8.664292888,16.51075772,0,10,17.7,0,0.000932488,0.000652742,0,0,6478,0,0.006993659,0.00540843,0,112,34679,0,0,0.00233122,0.003916449,0,353,0,0,52,10724,14,17749,27.29374544,0,9.06546605,0,39.53516671,0,24.10562181,0,0,18.8,29,0,0.497762029,0.502237971,6.7,0.332618426,0.339425587,0,0,10724,0.487038419,0
1039,0.059733051,0.06012951,0.059918065,0.057037135,0.056270649,0.055636316,0.055001982,0.059495176,0.060367385,0.06012951,0.072128981,0.075512092,0.066975023,0.061213162,0.049292983,0.036844192,0.026800581,0.025928373,0.0028545,0.002140875,0,1030.46,1043.79,13.33,0.070093828,0.061715343,0,0,15,604,7.923291792,14.84811665,0,18.3,36.6,0,5.29E-05,5.29E-05,0,0,18829,0,0.007823444,0.007823444,0,103,36149,7,0,0.003303819,0.003541694,0,429,7,0,32,37835,37,20941,31.34300174,0,14.55548002,0,34.08490067,0,20.01661757,0,0,20.8,30.2,1,0.517933131,0.482066869,7.1,0.433804678,0.406792652,0,0,37835,0.418078499,0
1041,0.05987252,0.064097973,0.060087374,0.061448113,0.05822531,0.054357946,0.058798253,0.063238559,0.060302227,0.064097973,0.074769032,0.072906968,0.065816802,0.064456062,0.04390174,0.029793024,0.020339469,0.022559622,0.009167084,0.008522524,0,608.84,610.92,2.08,0.127623004,0.114302084,0,0,0,615,5.572146551,6.514249922,0,11.1,22.8,0,0.000358089,0.000286471,0,0,6735,0,0.007591492,0.009811645,0,126,34445,15,0,0.002864714,0.002578242,0,417,16,0,21,13963,49,20366,25.77936391,0,12.46982261,0,38.60606697,0,23.14474651,0,0,21.2,28,0,0.512210843,0.487789157,6,0.36460646,0.35228819,0,0,13963,0.44775478,0
1043,0.059081763,0.061471861,0.060984086,0.059301262,0.064422901,0.05935004,0.060532894,0.063642461,0.063618072,0.061471861,0.071227364,0.069983538,0.063142491,0.060630449,0.046180111,0.033973538,0.021840132,0.016645327,0.003085178,0.002268154,0,734.84,755.02,20.18,0.006670325,0.008487287,0,0,114,715,6.661137709,10.4263309,0,50.4,109.4,0,0.000329248,0.000243888,0,0,37054,0,0.006060606,0.006621547,0,120,39922,7,0,0.002914456,0.003219316,0,471,7,0,60,82005,62,21105,33.21415674,0,15.14265078,0,33.19068256,0,18.45250993,0,0,17.2,23.5,1,0.506152064,0.493847936,5.3,0.48709225,0.473007743,0,0,82005,0.454582038,0
1045,0.063532735,0.066014325,0.0612529,0.068758196,0.073237163,0.071723999,0.059013417,0.061394129,0.058024816,0.066014325,0.066276606,0.06910118,0.058670433,0.052799354,0.040048421,0.028447493,0.020417633,0.015757087,0.008917583,0.005265813,0,561.15,562.7,1.55,0.108201352,0.093856552,0,0,11,469,7.190697292,10.26564988,0,40.4,89.6,0,0.000786846,0.000746495,0,0,22677,0,0.014788661,0.013275497,0,109,41940,17,0,0.004176334,0.004317563,0,282,17,0,26,49565,50,22368,36.75933472,0,16.86739714,0,31.09360379,0,15.27966434,0,0,22.4,33.5,1,0.507313629,0.492686371,6.4,0.370442853,0.375224453,0,0,49565,0.375607788,0
1047,0.067297172,0.070652306,0.069096302,0.067637548,0.059565778,0.057085896,0.054606015,0.055262454,0.055675768,0.070652306,0.070457806,0.075879507,0.065230605,0.056575332,0.040480416,0.029004887,0.019109674,0.017505045,0.001847755,0.002479881,1,978.69,993.8,15.11,0.381099414,0.315577059,0,0,24,584,18.57034617,34.5812357,1,20.6,44.8,0,0.000145875,0.000218813,0,0,20208,0,0.004254698,0.003525322,0,139,26602,7,0,0.000899565,0.001215628,0,338,9,4,76,41131,17,17614,27.79522726,0,14.46261598,0,35.42005127,0,22.32210549,0,0,35.2,49.5,7,0.537137439,0.462862561,9.6,0.148890132,0.139845858,0,0,41131,0.455374292,0
1049,0.060761985,0.070293828,0.065696612,0.061675805,0.058667229,0.059271756,0.063700267,0.066118375,0.066990018,0.070293828,0.068058484,0.066301139,0.060733868,0.056333474,0.041093772,0.028342472,0.018993392,0.015267819,0.002024462,0.001658934,0,777.09,778.69,1.59,0.010712779,0.011022072,0,0,74,512,7.996071007,13.27228534,0,40,91.5,0,0.003360045,0.003823984,0,0,31109,0,0.011345424,0.010839308,0,73,36241,3,0,0.01082525,0.010220723,0,360,3,1,27,71130,42,18416,26.95142414,0,11.30817102,0,34.87181666,0,26.86858818,0,0,24,36.5,7,0.506902854,0.493097146,6,0.468634894,0.455532124,0,0,71130,0.36673696,0
1051,0.058440124,0.062147101,0.062638091,0.069953847,0.068468601,0.065694506,0.066713311,0.070015221,0.06776894,0.062147101,0.073182108,0.067228851,0.057323121,0.051198016,0.03756076,0.025556047,0.015110227,0.014103697,0.004320715,0.002921392,0,618.48,657.04,38.56,0.107355035,0.105992537,0,0,17,454,5.467718048,9.244109948,0,52.8,128.2,0,0.000601463,0.000540089,0,0,32657,0,0.008567781,0.007880395,0,109,54298,6,0,0.002098984,0.002381303,0,273,6,3,38,81468,29,24185,30.55555556,0,21.40130457,0,35.2123638,0,12.83077607,0,0,14.4,20.7,0,0.514484215,0.485515785,5.1,0.391540237,0.365800069,0,0,81468,0.452999951,0
1053,0.060202704,0.062848977,0.057238879,0.063960412,0.066315594,0.066262669,0.063986874,0.068353224,0.062954828,0.062848977,0.068803091,0.069200032,0.059858689,0.05501601,0.043028395,0.032443304,0.020746778,0.016962608,0.00174654,0.00116436,1,945.08,953.14,8.06,0.150996322,0.173595491,0,0,27,572,11.87118796,18.23794823,0,17.4,40.5,0,0.000158776,0.000370478,0,0,16486,0,0.008573924,0.009288417,0,90,37077,0,0,0.017359549,0.017227235,0,387,14,14,30,37789,60,16673,25.74727736,0,12.52027497,0,40.28346335,0,21.44898432,0,0,25.1,31.6,1,0.487416973,0.512583027,7,0.308581862,0.310937045,0,0,37789,0.40257747,0
1055,0.057026694,0.058850927,0.063023375,0.062266513,0.060752787,0.05767682,0.059287579,0.066380741,0.067438408,0.058850927,0.069117091,0.071213018,0.067234637,0.062703164,0.042558972,0.031797937,0.020978682,0.019319406,0.003939567,0.004259779,0,534.99,548.63,13.64,0.084283455,0.0726006,0,0,146,717,7.283099224,12.25834606,0,88.7,195.2,0,0.001280845,0.001581649,0,0,47454,0,0.00841282,0.007452187,0,94,39904,7,5,0.002668426,0.003367069,0,523,13,0,41,103057,53,20445,34.34865152,0,15.41962142,0,32.31196605,0,17.91976101,0,0,19,29.5,3,0.517247737,0.482752263,6.1,0.416662624,0.393490981,0,0,103057,0.421844222,0
1057,0.053046124,0.061161167,0.062414225,0.061220837,0.0525091,0.053642819,0.055552241,0.060027448,0.063786622,0.061161167,0.071841995,0.072140343,0.070588937,0.065755713,0.051494719,0.040575213,0.02416612,0.019034549,0.001611075,0.000954711,0,627.66,629.36,1.7,0.063309267,0.057819679,0,0,10,627,7.431707026,10.47952586,0,13.4,27.5,0,5.97E-05,0,0,0,8437,0,0.005489588,0.005966943,0,180,35664,7,0,0.0021481,0.002327108,0,392,7,0,7,16759,47,19040,24.21449518,0,13.81650607,0,38.06451613,0,23.90448261,0,0,20.6,29.2,0,0.505698431,0.494301569,7,0.433080733,0.427233128,0,0,16759,0.489050659,0
1059,0.06477158,0.069851085,0.064834679,0.065087077,0.063067895,0.060670116,0.062626199,0.067358657,0.062247602,0.069851085,0.065623423,0.064519182,0.059345028,0.052624937,0.040383645,0.031013377,0.021201413,0.016248107,0.001892983,0.001703685,0,633.82,646.52,12.7,0.021927057,0.028205452,0,0,93,582,9.020923175,14.17714885,0,22.1,50,0,0.001640586,0.000820293,0,0,14022,0,0.00684629,0.008329127,0,128,33881,14,0,0.006215295,0.008360676,0,389,14,0,27,31696,36,18559,27.05793403,0,10.93469426,0,36.41432757,0,25.59304414,0,0,23.1,35.5,0,0.5,0.5,6.4,0.461477789,0.452580767,0,0,31696,0.377176931,0
1061,0.057848153,0.060051537,0.059640736,0.054375023,0.05646637,0.053067931,0.058258954,0.060537028,0.067483288,0.060051537,0.072226164,0.071778018,0.06763267,0.066026814,0.048773201,0.037420174,0.023378272,0.020950816,0.002502147,0.001643201,0,574.41,578.95,4.54,0.050154984,0.046271054,0,0,3,594,9.653137648,16.59200551,0,22.1,46.6,0,0.000186727,0.000448146,0,0,12687,0,0.009821862,0.008589461,0,108,34425,7,11,0.004966949,0.005116331,0,429,19,0,10,26777,45,20027,28.28164202,0,11.24219292,0,38.54694923,0,21.92921582,0,0,23.9,36.4,0,0.507375733,0.492624267,5.9,0.439743063,0.430556074,0,0,26777,0.435410987,0
1063,0.059087157,0.066281401,0.060974171,0.06486614,0.056138696,0.05201085,0.051185281,0.047765067,0.05354405,0.066281401,0.068168416,0.083500413,0.084325982,0.061327987,0.041750206,0.033730393,0.021818611,0.028069348,0.001061446,0.001061446,0,647.11,659.94,12.83,0.427408893,0.375162165,0,0,8,261,15.61142857,31.67311412,1,7.7,14,0,0,0,0,0,5007,0,0.004127845,0.002830522,0,133,26504,0,0,0.001297323,0.001297323,0,88,2,3,35,8479,0,13956,26.88519022,0,11.51494565,0,36.66779891,0,24.93206522,0,0,33.2,45.7,3,0.525415733,0.474584267,11,0.091520226,0.09423281,0,0,8479,0.573416676,0
1065,0.061852933,0.062184762,0.069750465,0.066896735,0.057804619,0.054287231,0.0541545,0.054419963,0.055083621,0.062184762,0.076984338,0.075126095,0.069617733,0.057937351,0.043735068,0.03119193,0.021170693,0.023758959,0.001592779,0.00079639,0,643.94,656.5,12.56,0.313379347,0.264135917,0,0,9,586,12.24408666,23.7899918,1,11.9,24.5,0,0,6.64E-05,0,0,7655,0,0.003650119,0.003052827,0,293,33315,10,0,0.000995487,0.000929121,0,264,10,0,31,15068,3,18774,24.70088769,0,13.98108838,0,40.76611347,0,20.55191046,0,0,28.1,36.8,0,0.529333687,0.470666313,7.8,0.209715954,0.201685692,0,0,15068,0.531590125,0
1067,0.05452645,0.055455548,0.059346147,0.053655421,0.05069392,0.053829627,0.058300912,0.064514256,0.06178503,0.055455548,0.069624296,0.070146914,0.073805238,0.076650601,0.055107137,0.035828349,0.021369258,0.023808141,0.003948667,0.003367981,0,561.75,568.31,6.56,0.145403867,0.125079844,0,0,0,473,4.514275664,5.727346061,0,15.8,30.8,0,5.81E-05,0.000116137,0,0,8891,0,0.005516521,0.006794031,0,99,39930,0,0,0.001393647,0.00214854,0,348,0,0,10,17221,14,22682,26.96839197,0,16.75469245,0,35.80888925,0,20.46802633,0,0,17.3,27.4,0,0.516462459,0.483537541,6.8,0.360141687,0.346031009,0,0,17221,0.465536264,0
1069,0.06134987,0.064844057,0.062031428,0.058950016,0.065765601,0.065093642,0.061532259,0.06431609,0.062597794,0.064844057,0.070075739,0.068856614,0.06167625,0.054975857,0.040643929,0.029595001,0.021185912,0.018200493,0.005366074,0.003868565,0,579.82,581.65,1.83,0.143223292,0.123323702,0,0,50,754,7.84463734,14.38079294,0,78.2,175.1,0,0.000422374,0.00032638,0,0,45319,1,0.009388229,0.009138644,0,157,40124,11,6,0.002755032,0.002438252,0,489,18,1,73,104173,29,23492,30.33719146,0,20.06511481,0,33.88982115,0,15.70787258,0,0,20.1,31.1,2,0.521373101,0.478626899,6.2,0.360218099,0.339531356,0,0,104173,0.403463469,0
1071,0.053682825,0.056849616,0.061161029,0.05688777,0.055418837,0.053854518,0.0590244,0.06665522,0.065644137,0.056849616,0.070966634,0.075983899,0.070012782,0.064175204,0.051355425,0.036055629,0.020431523,0.01831397,0.002842481,0.002441863,0,1077.87,1126.77,48.9,0.018027814,0.018256739,0,0,56,508,6.455242381,9.596746279,0,23,49.4,0,0.00051508,0.000667697,0,0,24786,0,0.01352563,0.013506553,0,90,36923,6,0,0.00841298,0.007840668,0,359,6,0,9,52419,39,20055,24.96099005,0,12.94592413,0,37.37691687,0,24.71616895,0,0,22,28.8,9,0.508002823,0.491997177,6.6,0.464678838,0.449283657,0,0,52419,0.39651653,0
1073,0.06493359,0.065209194,0.062292634,0.065648344,0.073905874,0.07025033,0.065203137,0.062148775,0.060955499,0.065209194,0.067604832,0.070176129,0.06300436,0.049807153,0.033208807,0.024121436,0.018218657,0.020976215,0.008513448,0.007868352,0,1111.28,1123.81,12.54,0.234363619,0.196157591,0,0,169,733,8.233928727,13.35601057,1,270.5,592.5,1,0.000269547,0.000261976,0,0,300552,6,0.006164754,0.005551459,0,166,44852,7,5,0.00165514,0.001676341,0,401,19,2,107,660367,49,26896,30.81672583,0,30.33017921,0,26.59622723,0,12.25686773,0,0,19.5,29.4,6,0.527771678,0.472228322,5.8,0.27680517,0.260712604,0,0,660367,0.439317834,0
1075,0.048682126,0.061140717,0.060564597,0.049258246,0.055379519,0.051274665,0.053651159,0.063805271,0.061860867,0.061140717,0.072951174,0.077488118,0.069926545,0.066685871,0.049978396,0.043136972,0.028013827,0.022468673,0.00057612,0.00028806,0,604.85,605.46,0.62,0.059340343,0.050986605,0,0,0,758,7.772901034,8.961501132,0,12.2,24.1,0,7.20E-05,7.20E-05,0,0,7354,0,0.007705603,0.007273513,0,211,34553,0,0,0.001224255,0.00072015,0,438,0,0,53,13886,54,19094,28.29311709,0,11.38251582,0,38.20213608,0,22.12223101,0,0,20.6,28.3,0,0.510298142,0.489701858,6.3,0.441379807,0.430361515,0,0,13886,0.49913582,0
